index,train,val,test
133,BRACS_1003710,,
134,BRACS_1669,,
135,BRACS_1322,,
136,BRACS_1879,,
137,BRACS_1003686,,
138,BRACS_1989,,
139,BRACS_1003730,,
140,BRACS_3274,,
141,BRACS_1796,,
142,BRACS_745,,
143,BRACS_1003725,,
144,BRACS_1582,,
145,BRACS_3268,,
146,BRACS_1329,,
147,BRACS_1640,,
148,BRACS_1003659,,
149,BRACS_1325,,
150,BRACS_1003734,,
151,BRACS_3269,,
152,BRACS_1253,,
153,BRACS_1962,,
154,BRACS_1965,,
155,BRACS_1784,,
156,BRACS_1631,,
157,BRACS_2000,,
158,BRACS_1003671,,
159,BRACS_1960,,
160,BRACS_1493,,
161,BRACS_3336,,
162,BRACS_1251,,
163,BRACS_1485,,
164,BRACS_1408,,
165,BRACS_1986,,
166,BRACS_1890,,
167,BRACS_1666,,
168,BRACS_1901,,
169,BRACS_1248,,
170,BRACS_1904,,
171,BRACS_1480,,
172,BRACS_1583,,
173,BRACS_1779,,
174,BRACS_1839,,
175,BRACS_3312,,
176,BRACS_1240,,
177,BRACS_1661,,
178,BRACS_1634,,
179,BRACS_1966,,
180,BRACS_1259,,
181,BRACS_1900,,
182,BRACS_3335,,
183,BRACS_3334,,
184,BRACS_1961,,
185,BRACS_1508,,
186,BRACS_1665,,
187,BRACS_760,,
188,BRACS_1633,,
189,BRACS_1620,,
190,BRACS_1948,,
191,BRACS_1612,,
192,BRACS_1664,,
193,BRACS_1003706,,
194,BRACS_3283,,
195,BRACS_1832,,
196,BRACS_1880,,
197,BRACS_1003672,,
198,BRACS_761,,
199,BRACS_758,,
200,BRACS_1972,,
201,BRACS_1273,,
202,BRACS_1370,,
203,BRACS_1320,,
204,BRACS_1338,,
205,BRACS_1833,,
206,BRACS_1905,,
207,BRACS_1242,,
208,BRACS_1241,,
209,BRACS_1605,,
210,BRACS_1654,,
211,BRACS_1637,,
212,BRACS_1231,,
213,BRACS_1635,,
214,BRACS_288,,
215,BRACS_1003678,,
216,BRACS_757,,
217,BRACS_1636,,
218,BRACS_1638,,
219,BRACS_1003731,,
220,BRACS_1003722,,
221,BRACS_1646,,
222,BRACS_1287,,
223,BRACS_754,,
224,BRACS_1272,,
225,BRACS_1358,,
226,BRACS_1277,,
227,BRACS_1648,,
228,BRACS_1516,,
229,BRACS_1279,,
230,BRACS_1292,,
231,BRACS_1831,,
232,BRACS_750,,
233,BRACS_759,,
234,BRACS_1235,,
235,BRACS_291,,
236,BRACS_1003698,,
237,BRACS_1357,,
238,BRACS_1003677,,
239,BRACS_1356,,
240,BRACS_1263,,
241,BRACS_1232,,
242,BRACS_1487,,
243,BRACS_1003667,,
244,BRACS_3308,,
245,BRACS_1406,,
246,BRACS_1003699,,
247,BRACS_1875,,
248,BRACS_3305,,
249,BRACS_1003708,,
250,BRACS_773,,
251,BRACS_280,,
252,BRACS_1478,,
253,BRACS_3290,,
254,BRACS_295,,
255,BRACS_3315,,
256,BRACS_281,,
257,BRACS_1003673,,
258,BRACS_3294,,
259,BRACS_311,,
260,BRACS_1003709,,
261,BRACS_1233,,
262,BRACS_1374,,
263,BRACS_756,,
264,BRACS_1003723,,
265,BRACS_1647,,
266,BRACS_1289,,
267,BRACS_1639,,
268,BRACS_1265,,
269,BRACS_3320,,
270,BRACS_1650,,
271,BRACS_1828,,
272,BRACS_1643,,
273,BRACS_1003732,,
274,BRACS_1293,,
275,BRACS_753,,
276,BRACS_1003721,,
277,BRACS_3319,,
278,BRACS_1003703,,
279,BRACS_1827,,
280,BRACS_1984,,
281,BRACS_1812,,
282,BRACS_1810,,
283,BRACS_747,,
284,BRACS_1003670,,
285,BRACS_734,,
286,BRACS_1003727,,
287,BRACS_1829,,
288,BRACS_1361,,
289,BRACS_1362,,
290,BRACS_1368,,
291,BRACS_1392,,
292,BRACS_1393,,
293,BRACS_1394,,
294,BRACS_1395,,
295,BRACS_1798,,
296,BRACS_3301,,
297,BRACS_738,,
298,BRACS_739,,
299,BRACS_740,,
300,BRACS_1921,,
301,BRACS_1003697,,
302,BRACS_1238,,
303,BRACS_1247,,
304,BRACS_1367,,
305,BRACS_1369,,
306,BRACS_1490,,
307,BRACS_1491,,
308,BRACS_1492,,
309,BRACS_1496,,
310,BRACS_1514,,
311,BRACS_1515,,
312,BRACS_1607,,
313,BRACS_1653,,
314,BRACS_1771,,
315,BRACS_1811,,
316,BRACS_1816,,
317,BRACS_1835,,
318,BRACS_1840,,
319,BRACS_1862,,
320,BRACS_1864,,
321,BRACS_1874,,
322,BRACS_1883,,
323,BRACS_1903,,
324,BRACS_1919,,
325,BRACS_1920,,
326,BRACS_1923,,
327,BRACS_1927,,
328,BRACS_1929,,
329,BRACS_1930,,
330,BRACS_1935,,
331,BRACS_1947,,
332,BRACS_1970,,
333,BRACS_762,,
334,BRACS_737,,
335,BRACS_736,,
336,BRACS_735,,
