wsi_id,train,val,test
BRACS_1900,true,false,false
BRACS_3335,true,false,false
BRACS_3334,false,true,false
BRACS_1655,true,false,false
BRACS_1483,true,false,false
BRACS_1961,true,false,false
BRACS_1508,false,true,false
BRACS_1249,true,false,false
BRACS_1665,true,false,false
BRACS_760,true,false,false
BRACS_1633,true,false,false
BRACS_1620,false,true,false
BRACS_1948,true,false,false
BRACS_1612,true,false,false
BRACS_1664,true,false,false
BRACS_1003706,false,true,false
BRACS_3283,true,false,false
BRACS_1832,false,true,false
BRACS_1880,false,true,false
BRACS_1003672,false,true,false
BRACS_761,true,false,false
BRACS_758,true,false,false
BRACS_1972,false,true,false
BRACS_1273,true,false,false
BRACS_1924,true,false,false
BRACS_1370,true,false,false
BRACS_1320,false,true,false
BRACS_1511,true,false,false
BRACS_1338,true,false,false
BRACS_1318,true,false,false
BRACS_1833,true,false,false
BRACS_1905,true,false,false
BRACS_1242,true,false,false
BRACS_1241,true,false,false
BRACS_1605,true,false,false
BRACS_1893,true,false,false
BRACS_2004,true,false,false
BRACS_3316,true,false,false
BRACS_1654,true,false,false
BRACS_1637,true,false,false
BRACS_1407,true,false,false
BRACS_1231,false,true,false
BRACS_1635,true,false,false
BRACS_1830,true,false,false
BRACS_288,true,false,false
BRACS_1484,true,false,false
BRACS_1003678,true,false,false
BRACS_757,true,false,false
BRACS_1636,false,true,false
BRACS_1638,false,true,false
BRACS_1003731,true,false,false
BRACS_1003722,false,true,false
BRACS_1646,false,true,false
BRACS_1287,true,false,false
BRACS_754,true,false,false
BRACS_3321,true,false,false
BRACS_1272,true,false,false
BRACS_1358,true,false,false
BRACS_1277,true,false,false
BRACS_1648,true,false,false
BRACS_1516,true,false,false
BRACS_1279,true,false,false
BRACS_1292,true,false,false
BRACS_1831,true,false,false
BRACS_3289,true,false,false
BRACS_750,true,false,false
BRACS_1477,true,false,false
BRACS_759,true,false,false
BRACS_1235,true,false,false
BRACS_749,true,false,false
BRACS_752,true,false,false
BRACS_291,true,false,false
BRACS_1003698,true,false,false
BRACS_1357,false,true,false
BRACS_1003677,false,true,false
BRACS_1356,true,false,false
BRACS_283,true,false,false
BRACS_1263,false,true,false
BRACS_298,true,false,false
BRACS_1232,true,false,false
BRACS_1003692,true,false,false
BRACS_1487,true,false,false
BRACS_1003667,false,true,false
BRACS_3308,true,false,false
BRACS_1406,true,false,false
BRACS_1003699,true,false,false
BRACS_1875,true,false,false
BRACS_3305,false,true,false
BRACS_1003708,false,true,false
BRACS_773,false,true,false
BRACS_280,true,false,false
BRACS_1478,true,false,false
BRACS_3290,true,false,false
BRACS_295,true,false,false
BRACS_1360,true,false,false
BRACS_3293,true,false,false
BRACS_748,true,false,false
BRACS_3315,true,false,false
BRACS_281,true,false,false
BRACS_1003673,false,true,false
BRACS_3294,true,false,false
BRACS_311,false,true,false
BRACS_1003709,true,false,false
BRACS_1233,true,false,false
BRACS_1374,true,false,false
BRACS_756,true,false,false
BRACS_1003723,true,false,false
BRACS_1647,true,false,false
BRACS_1289,false,true,false
BRACS_1639,true,false,false
BRACS_1265,false,true,false
BRACS_3320,false,true,false
BRACS_1650,true,false,false
BRACS_1828,true,false,false
BRACS_3291,true,false,false
BRACS_1649,true,false,false
BRACS_1643,true,false,false
BRACS_1003732,false,true,false
BRACS_1293,true,false,false
BRACS_1288,true,false,false
BRACS_1003684,true,false,false
BRACS_753,true,false,false
BRACS_1003721,true,false,false
BRACS_3314,true,false,false
BRACS_3319,true,false,false
BRACS_1003703,true,false,false
BRACS_1827,true,false,false
BRACS_1984,true,false,false
BRACS_1812,false,true,false
BRACS_1810,true,false,false
BRACS_747,true,false,false
BRACS_1003670,true,false,false
BRACS_297,true,false,false
BRACS_1652,true,false,false
BRACS_734,true,false,false
BRACS_1003727,false,true,false
BRACS_1829,true,false,false
BRACS_1361,true,false,false
BRACS_1362,true,false,false
BRACS_1368,false,true,false
BRACS_1392,true,false,false
BRACS_1393,true,false,false
BRACS_1394,true,false,false
BRACS_1395,true,false,false
BRACS_1798,false,true,false
BRACS_3301,true,false,false
BRACS_738,false,true,false
BRACS_739,true,false,false
BRACS_740,true,false,false
BRACS_1921,false,true,false
BRACS_1003697,true,false,false
BRACS_1238,true,false,false
BRACS_1247,true,false,false
BRACS_1366,true,false,false
BRACS_1367,true,false,false
BRACS_1369,true,false,false
BRACS_1489,true,false,false
BRACS_1490,true,false,false
BRACS_1491,true,false,false
BRACS_1492,false,true,false
BRACS_1496,false,true,false
BRACS_1497,true,false,false
BRACS_1509,true,false,false
BRACS_1512,true,false,false
BRACS_1514,false,true,false
BRACS_1515,false,true,false
BRACS_1607,true,false,false
BRACS_1653,true,false,false
BRACS_1771,false,true,false
BRACS_1811,true,false,false
BRACS_1816,true,false,false
BRACS_1835,true,false,false
BRACS_1840,true,false,false
BRACS_1862,true,false,false
BRACS_1864,true,false,false
BRACS_1874,true,false,false
BRACS_1883,true,false,false
BRACS_1888,true,false,false
BRACS_1903,true,false,false
BRACS_1919,true,false,false
BRACS_1920,false,true,false
BRACS_1923,true,false,false
BRACS_1927,true,false,false
BRACS_1928,true,false,false
BRACS_1929,false,true,false
BRACS_1930,true,false,false
BRACS_1931,true,false,false
BRACS_1935,true,false,false
BRACS_1947,true,false,false
BRACS_1950,true,false,false
BRACS_1970,false,true,false
BRACS_762,true,false,false
BRACS_755,true,false,false
BRACS_737,true,false,false
BRACS_736,true,false,false
BRACS_735,true,false,false
BRACS_1814,false,false,true
BRACS_1936,false,false,true
BRACS_300,false,false,true
BRACS_1941,false,false,true
BRACS_1943,false,false,true
BRACS_1944,false,false,true
BRACS_1955,false,false,true
BRACS_2007,false,false,true
BRACS_1813,false,false,true
BRACS_1954,false,false,true
BRACS_1937,false,false,true
BRACS_1228,false,false,true
BRACS_1892,false,false,true
BRACS_1825,false,false,true
BRACS_1589,false,false,true
BRACS_1844,false,false,true
BRACS_1003694,false,false,true
BRACS_1895,false,false,true
BRACS_1856,false,false,true
BRACS_1938,false,false,true
BRACS_1003691,false,false,true
BRACS_1849,false,false,true
BRACS_1503,false,false,true
BRACS_1619,false,false,true
BRACS_1853,false,false,true
BRACS_1952,false,false,true
BRACS_1824,false,false,true
BRACS_1848,false,false,true
BRACS_1416,false,false,true
BRACS_1334,false,false,true
BRACS_1896,false,false,true
BRACS_1821,false,false,true
BRACS_264,false,false,true
BRACS_1940,false,false,true
BRACS_1942,false,false,true
BRACS_1906,false,false,true
BRACS_1847,false,false,true
BRACS_1845,false,false,true
BRACS_1846,false,false,true
BRACS_1412,false,false,true
BRACS_1843,false,false,true
BRACS_1850,false,false,true
BRACS_3324,false,false,true
BRACS_1870,false,false,true
BRACS_1851,false,false,true
BRACS_1852,false,false,true
BRACS_1842,false,false,true
BRACS_1330,false,false,true
BRACS_3323,false,false,true
BRACS_1286,false,false,true
BRACS_1578,false,false,true
BRACS_1823,false,false,true
BRACS_1411,false,false,true
BRACS_301,false,false,true
BRACS_1284,false,false,true
BRACS_1910,false,false,true
BRACS_310,false,false,true
BRACS_1414,false,false,true
BRACS_1413,false,false,true
BRACS_1590,false,false,true
BRACS_292,false,false,true
BRACS_286,false,false,true
BRACS_1826,false,false,true
BRACS_305,false,false,true
BRACS_1817,false,false,true
BRACS_1580,false,false,true
BRACS_1908,false,false,true
BRACS_1587,false,false,true
BRACS_1945,false,false,true
BRACS_1897,false,false,true
BRACS_1878,false,false,true
BRACS_1872,false,false,true
BRACS_1867,false,false,true
BRACS_1602,false,false,true
BRACS_1597,false,false,true
BRACS_1588,false,false,true
BRACS_1476,false,false,true
BRACS_1474,false,false,true
BRACS_1283,false,false,true
BRACS_1473,false,false,true
