index,train,val,test
91,BRACS_1667,,
92,BRACS_1837,,
93,BRACS_1498,,
94,BRACS_3310,,
95,BRACS_1963,,
96,BRACS_1621,,
97,BRACS_1003660,,
98,BRACS_1003661,,
99,BRACS_1295,,
100,BRACS_1591,,
101,BRACS_1592,,
102,BRACS_1595,,
103,BRACS_265,,
104,BRACS_3284,,
105,BRACS_1603,,
106,BRACS_3337,,
107,BRACS_1593,,
108,BRACS_1994,,
109,BRACS_3298,,
110,BRACS_1003724,,
111,BRACS_3296,,
112,BRACS_1321,,
113,BRACS_1980,,
114,BRACS_1967,,
115,BRACS_3279,,
116,BRACS_1608,,
117,BRACS_1424,,
118,BRACS_3270,,
119,BRACS_1423,,
120,BRACS_1336,,
121,BRACS_1964,,
122,BRACS_1276,,
123,BRACS_3271,,
124,BRACS_3309,,
125,BRACS_1988,,
126,BRACS_1902,,
127,BRACS_1668,,
128,BRACS_1003700,,
129,BRACS_1003710,,
130,BRACS_1669,,
131,BRACS_1656,,
132,BRACS_1322,,
133,BRACS_1879,,
134,BRACS_1003686,,
135,BRACS_1989,,
136,BRACS_1003730,,
137,BRACS_3274,,
138,BRACS_1796,,
139,BRACS_745,,
140,BRACS_1003658,,
141,BRACS_1003725,,
142,BRACS_1582,,
143,BRACS_3268,,
144,BRACS_1327,,
145,BRACS_1640,,
146,BRACS_1324,,
147,BRACS_1325,,
148,BRACS_1869,,
149,BRACS_1253,,
150,BRACS_1962,,
151,BRACS_1965,,
152,BRACS_1784,,
153,BRACS_1631,,
154,BRACS_2002,,
155,BRACS_3281,,
156,BRACS_1003671,,
157,BRACS_1866,,
158,BRACS_1960,,
159,BRACS_3272,,
160,BRACS_1493,,
161,BRACS_3336,,
162,BRACS_1251,,
163,BRACS_1408,,
164,BRACS_1986,,
165,BRACS_1890,,
166,BRACS_1255,,
167,BRACS_1772,,
168,BRACS_1904,,
169,BRACS_1480,,
170,BRACS_1779,,
171,BRACS_1839,,
172,BRACS_3312,,
173,BRACS_1240,,
174,BRACS_1661,,
175,BRACS_1659,,
176,BRACS_3276,,
177,BRACS_1634,,
178,BRACS_1966,,
179,BRACS_1274,,
180,BRACS_1900,,
181,BRACS_3334,,
182,BRACS_1655,,
183,BRACS_1483,,
184,BRACS_1961,,
185,BRACS_1508,,
186,BRACS_1249,,
187,BRACS_760,,
188,BRACS_1620,,
189,BRACS_1612,,
190,BRACS_1003706,,
191,BRACS_3283,,
192,BRACS_1832,,
193,BRACS_1880,,
194,BRACS_1003672,,
195,BRACS_761,,
196,BRACS_758,,
197,BRACS_1972,,
198,BRACS_1924,,
199,BRACS_1320,,
200,BRACS_1511,,
201,BRACS_1338,,
202,BRACS_1318,,
203,BRACS_1833,,
204,BRACS_1242,,
205,BRACS_1241,,
206,BRACS_1605,,
207,BRACS_1893,,
208,BRACS_2004,,
209,BRACS_3316,,
210,BRACS_1654,,
211,BRACS_1637,,
212,BRACS_1407,,
213,BRACS_1231,,
214,BRACS_1635,,
215,BRACS_1830,,
216,BRACS_288,,
217,BRACS_1484,,
218,BRACS_1003678,,
219,BRACS_1636,,
220,BRACS_1638,,
221,BRACS_1003722,,
222,BRACS_1646,,
223,BRACS_1287,,
224,BRACS_754,,
225,BRACS_3321,,
226,BRACS_1272,,
227,BRACS_1358,,
228,BRACS_1648,,
229,BRACS_1279,,
230,BRACS_1292,,
231,BRACS_1831,,
232,BRACS_3289,,
233,BRACS_750,,
234,BRACS_1477,,
235,BRACS_759,,
236,BRACS_749,,
237,BRACS_752,,
238,BRACS_291,,
239,BRACS_1357,,
240,BRACS_1003677,,
241,BRACS_1356,,
242,BRACS_283,,
243,BRACS_1263,,
244,BRACS_298,,
245,BRACS_1003692,,
246,BRACS_1003667,,
247,BRACS_3308,,
248,BRACS_1003699,,
249,BRACS_1875,,
250,BRACS_3305,,
251,BRACS_1003708,,
252,BRACS_773,,
253,BRACS_295,,
254,BRACS_1360,,
255,BRACS_3293,,
256,BRACS_748,,
257,BRACS_3315,,
258,BRACS_281,,
259,BRACS_1003673,,
260,BRACS_311,,
261,BRACS_1003709,,
262,BRACS_1233,,
263,BRACS_1374,,
264,BRACS_756,,
265,BRACS_1003723,,
266,BRACS_1289,,
267,BRACS_1639,,
268,BRACS_1265,,
269,BRACS_3320,,
270,BRACS_1650,,
271,BRACS_1828,,
272,BRACS_3291,,
273,BRACS_1649,,
274,BRACS_1003732,,
275,BRACS_1288,,
276,BRACS_1003684,,
277,BRACS_1003721,,
278,BRACS_3314,,
279,BRACS_1003703,,
280,BRACS_1827,,
281,BRACS_1984,,
282,BRACS_1812,,
283,BRACS_1810,,
284,BRACS_1003670,,
285,BRACS_297,,
286,BRACS_1652,,
287,BRACS_734,,
288,BRACS_1003727,,
289,BRACS_1829,,
290,BRACS_1361,,
291,BRACS_1362,,
292,BRACS_1368,,
293,BRACS_1392,,
294,BRACS_1393,,
295,BRACS_1394,,
296,BRACS_1798,,
297,BRACS_3301,,
298,BRACS_738,,
299,BRACS_1921,,
300,BRACS_1238,,
301,BRACS_1366,,
302,BRACS_1367,,
303,BRACS_1369,,
304,BRACS_1489,,
305,BRACS_1492,,
306,BRACS_1496,,
307,BRACS_1497,,
308,BRACS_1509,,
309,BRACS_1512,,
310,BRACS_1514,,
311,BRACS_1515,,
312,BRACS_1607,,
313,BRACS_1653,,
314,BRACS_1771,,
315,BRACS_1811,,
316,BRACS_1816,,
317,BRACS_1835,,
318,BRACS_1840,,
319,BRACS_1862,,
320,BRACS_1888,,
321,BRACS_1903,,
322,BRACS_1919,,
323,BRACS_1920,,
324,BRACS_1923,,
325,BRACS_1927,,
326,BRACS_1928,,
327,BRACS_1929,,
328,BRACS_1930,,
329,BRACS_1931,,
330,BRACS_1935,,
331,BRACS_1947,,
332,BRACS_1950,,
333,BRACS_1970,,
334,BRACS_762,,
335,BRACS_755,,
336,BRACS_736,,
