index,train,val,test
41,TCGA-A2-A0EO-01Z-00-DX1,TCGA-BH-A0DS-01Z-00-DX1,TCGA-B6-A0IA-01Z-00-DX1
42,TCGA-A2-A0EQ-01Z-00-DX1,TCGA-BH-A0DZ-01Z-00-DX1,TCGA-B6-A0RO-01Z-00-DX1
43,TCGA-A2-A0ES-01Z-00-DX1,TCGA-BH-A0E1-01Z-00-DX1,TCGA-B6-A0WV-01Z-00-DX1
44,TCGA-A2-A0ET-01Z-00-DX1,TCGA-BH-A0E6-01Z-00-DX1,TCGA-B6-A0WZ-01Z-00-DX1
45,TCGA-A2-A0EU-01Z-00-DX1,TCGA-BH-A0EI-01Z-00-DX1,TCGA-BH-A0AZ-01Z-00-DX1
46,TCGA-A2-A0EV-01Z-00-DX1,TCGA-BH-A0HO-01Z-00-DX1,TCGA-BH-A0BQ-01Z-00-DX1
47,TCGA-A2-A0EX-01Z-00-DX1,TCGA-BH-A0HP-01Z-00-DX1,TCGA-BH-A0BT-01Z-00-DX1
48,TCGA-A2-A0EY-01Z-00-DX1,TCGA-BH-A0W4-01Z-00-DX1,TCGA-BH-A0BV-01Z-00-DX1
49,TCGA-A2-A0ST-01Z-00-DX1,TCGA-BH-A0W5-01Z-00-DX1,TCGA-BH-A0DD-01Z-00-DX1
50,TCGA-A2-A0SU-01Z-00-DX1,TCGA-BH-A18S-01Z-00-DX1,TCGA-BH-A0DG-01Z-00-DX1
51,TCGA-A2-A0SV-01Z-00-DX1,TCGA-BH-A1EU-01Z-00-DX1,TCGA-BH-A0DK-01Z-00-DX1
52,TCGA-A2-A0SW-01Z-00-DX1,TCGA-C8-A12L-01Z-00-DX1,TCGA-BH-A0EA-01Z-00-DX1
53,TCGA-A2-A0SX-01Z-00-DX1,TCGA-C8-A130-01Z-00-DX1,TCGA-BH-A0EE-01Z-00-DX1
54,TCGA-A2-A0SY-01Z-00-DX1,TCGA-C8-A1HM-01Z-00-DX1,TCGA-BH-A0HL-01Z-00-DX1
55,TCGA-A2-A0T0-01Z-00-DX1,TCGA-C8-A26V-01Z-00-DX1,TCGA-BH-A0HX-01Z-00-DX1
56,TCGA-A2-A0T1-01Z-00-DX1,TCGA-C8-A275-01Z-00-DX1,TCGA-BH-A202-01Z-00-DX1
57,TCGA-A2-A0T2-01Z-00-DX1,TCGA-D8-A1JI-01Z-00-DX2,TCGA-BH-A42U-01Z-00-DX1
58,TCGA-A2-A0T3-01Z-00-DX1,TCGA-D8-A1XA-01Z-00-DX1,TCGA-BH-A5IZ-01Z-00-DX1
59,TCGA-A2-A0T4-01Z-00-DX1,TCGA-D8-A1XG-01Z-00-DX1,TCGA-C8-A135-01Z-00-DX1
60,TCGA-A2-A0T5-01Z-00-DX1,TCGA-D8-A1XK-01Z-00-DX1,TCGA-C8-A1HJ-01Z-00-DX1
61,TCGA-A2-A0T7-01Z-00-DX1,TCGA-D8-A1XT-01Z-00-DX1,TCGA-C8-A3M7-01Z-00-DX1
62,TCGA-A2-A0YD-01Z-00-DX1,TCGA-D8-A1XW-01Z-00-DX2,TCGA-C8-A8HR-01Z-00-DX1
63,TCGA-A2-A0YF-01Z-00-DX1,TCGA-D8-A1Y0-01Z-00-DX2,TCGA-D8-A13Z-01Z-00-DX1
64,TCGA-A2-A0YG-01Z-00-DX1,TCGA-D8-A1Y3-01Z-00-DX2,TCGA-D8-A140-01Z-00-DX2
65,TCGA-A2-A0YJ-01Z-00-DX1,TCGA-D8-A27G-01Z-00-DX1,TCGA-D8-A1JB-01Z-00-DX1
66,TCGA-A2-A0YK-01Z-00-DX1,TCGA-D8-A27H-01Z-00-DX1,TCGA-D8-A1JK-01Z-00-DX1
67,TCGA-A2-A0YL-01Z-00-DX1,TCGA-D8-A27I-01Z-00-DX1,TCGA-D8-A1JL-01Z-00-DX1
68,TCGA-A2-A0YM-01Z-00-DX1,TCGA-D8-A73U-01Z-00-DX1,TCGA-D8-A1XL-01Z-00-DX1
69,TCGA-A2-A0YT-01Z-00-DX1,TCGA-D8-A73X-01Z-00-DX2,TCGA-D8-A1XZ-01Z-00-DX1
70,TCGA-A2-A1FV-01Z-00-DX1,TCGA-E2-A14O-01Z-00-DX1,TCGA-D8-A1Y1-01Z-00-DX1
71,TCGA-A2-A1FZ-01Z-00-DX1,TCGA-E2-A159-01Z-00-DX1,TCGA-D8-A27M-01Z-00-DX1
72,TCGA-A2-A1G0-01Z-00-DX1,TCGA-E2-A15A-01Z-00-DX1,TCGA-D8-A27N-01Z-00-DX1
73,TCGA-A2-A1G1-01Z-00-DX1,TCGA-E2-A15C-01Z-00-DX1,TCGA-D8-A27V-01Z-00-DX1
74,TCGA-A2-A1G4-01Z-00-DX1,TCGA-E2-A15D-01Z-00-DX1,TCGA-D8-A3Z5-01Z-00-DX1
75,TCGA-A2-A1G6-01Z-00-DX1,TCGA-E2-A1IG-01Z-00-DX1,TCGA-D8-A3Z6-01Z-00-DX1
76,TCGA-A2-A25B-01Z-00-DX1,TCGA-E2-A1LB-01Z-00-DX1,TCGA-D8-A73U-01Z-00-DX2
77,TCGA-A2-A25C-01Z-00-DX1,TCGA-E2-A1LH-01Z-00-DX1,TCGA-E2-A105-01Z-00-DX1
78,TCGA-A2-A25D-01Z-00-DX1,TCGA-E9-A1N8-01Z-00-DX1,TCGA-E2-A14P-01Z-00-DX1
79,TCGA-A2-A25F-01Z-00-DX1,TCGA-E9-A1NH-01Z-00-DX1,TCGA-E2-A15E-06Z-00-DX1
80,TCGA-A2-A3KC-01Z-00-DX1,TCGA-E9-A1RG-01Z-00-DX1,TCGA-E9-A1N6-01Z-00-DX1
81,TCGA-A2-A3XS-01Z-00-DX1,TCGA-E9-A22G-01Z-00-DX1,TCGA-E9-A1RA-01Z-00-DX1
82,TCGA-A2-A3XT-01Z-00-DX1,TCGA-E9-A295-01Z-00-DX1,TCGA-E9-A1RE-01Z-00-DX1
83,TCGA-A2-A3XV-01Z-00-DX1,TCGA-EW-A1J1-01Z-00-DX1,TCGA-E9-A227-01Z-00-DX1
84,TCGA-A2-A3XW-01Z-00-DX1,TCGA-EW-A1OX-01Z-00-DX1,TCGA-E9-A22H-01Z-00-DX1
85,TCGA-A2-A3XX-01Z-00-DX1,TCGA-EW-A1PH-01Z-00-DX1,TCGA-E9-A2JS-01Z-00-DX1
86,TCGA-A2-A3XZ-01Z-00-DX1,TCGA-GM-A3XG-01Z-00-DX1,TCGA-EW-A1IY-01Z-00-DX1
87,TCGA-A2-A3Y0-01Z-00-DX1,TCGA-LD-A7W5-01Z-00-DX1,TCGA-EW-A1P7-01Z-00-DX1
88,TCGA-A2-A4RW-01Z-00-DX1,TCGA-MS-A51U-01Z-00-DX1,TCGA-EW-A1PF-01Z-00-DX1
89,TCGA-A2-A4RY-01Z-00-DX1,TCGA-OK-A5Q2-01Z-00-DX2,TCGA-EW-A2FW-01Z-00-DX1
90,TCGA-A2-A4S2-01Z-00-DX1,TCGA-OK-A5Q2-01Z-00-DX4,TCGA-GM-A2D9-01Z-00-DX1
91,TCGA-A2-A4S3-01Z-00-DX1,TCGA-OL-A66I-01Z-00-DX1,TCGA-LD-A74U-01Z-00-DX1
92,TCGA-A7-A0CD-01Z-00-DX1,TCGA-OL-A6VQ-01Z-00-DX1,TCGA-LL-A442-01Z-00-DX1
93,TCGA-A7-A0CE-01Z-00-DX1,TCGA-PE-A5DD-01Z-00-DX1,TCGA-LL-A5YP-01Z-00-DX1
94,TCGA-A7-A0CE-01Z-00-DX2,TCGA-Z7-A8R5-01Z-00-DX1,TCGA-LL-A7T0-01Z-00-DX1
95,TCGA-A7-A0CH-01Z-00-DX1,,TCGA-OL-A66P-01Z-00-DX1
96,TCGA-A7-A0CH-01Z-00-DX2,,TCGA-S3-AA15-01Z-00-DX2
97,TCGA-A7-A0CJ-01Z-00-DX1,,
98,TCGA-A7-A0D9-01Z-00-DX1,,
99,TCGA-A7-A0D9-01Z-00-DX2,,
100,TCGA-A7-A0DA-01Z-00-DX1,,
101,TCGA-A7-A0DB-01Z-00-DX1,,
102,TCGA-A7-A0DB-01Z-00-DX2,,
103,TCGA-A7-A0DC-01Z-00-DX1,,
104,TCGA-A7-A0DC-01Z-00-DX2,,
105,TCGA-A7-A13D-01Z-00-DX1,,
106,TCGA-A7-A13D-01Z-00-DX2,,
107,TCGA-A7-A13E-01Z-00-DX1,,
108,TCGA-A7-A13E-01Z-00-DX2,,
109,TCGA-A7-A13F-01Z-00-DX1,,
110,TCGA-A7-A13F-01Z-00-DX2,,
111,TCGA-A7-A13G-01Z-00-DX2,,
112,TCGA-A7-A13H-01Z-00-DX1,,
113,TCGA-A7-A26E-01Z-00-DX1,,
114,TCGA-A7-A26H-01Z-00-DX1,,
115,TCGA-A7-A26I-01Z-00-DX1,,
116,TCGA-A7-A26J-01Z-00-DX1,,
117,TCGA-A7-A2KD-01Z-00-DX1,,
118,TCGA-A7-A3IZ-01Z-00-DX1,,
119,TCGA-A7-A3J1-01Z-00-DX1,,
120,TCGA-A7-A425-01Z-00-DX1,,
121,TCGA-A7-A426-01Z-00-DX1,,
122,TCGA-A7-A4SA-01Z-00-DX1,,
123,TCGA-A7-A4SB-01Z-00-DX1,,
124,TCGA-A7-A4SC-01Z-00-DX1,,
125,TCGA-A7-A4SD-01Z-00-DX1,,
126,TCGA-A7-A4SE-01Z-00-DX1,,
127,TCGA-A7-A4SF-01Z-00-DX1,,
128,TCGA-A7-A56D-01Z-00-DX1,,
129,TCGA-A7-A5ZW-01Z-00-DX1,,
130,TCGA-A7-A5ZX-01Z-00-DX1,,
131,TCGA-A7-A5ZX-01Z-00-DX2,,
132,TCGA-A7-A6VV-01Z-00-DX1,,
133,TCGA-A7-A6VV-01Z-00-DX2,,
134,TCGA-A7-A6VW-01Z-00-DX1,,
135,TCGA-A7-A6VX-01Z-00-DX1,,
136,TCGA-A7-A6VY-01Z-00-DX1,,
137,TCGA-A8-A06O-01Z-00-DX1,,
138,TCGA-A8-A06P-01Z-00-DX1,,
139,TCGA-A8-A06Q-01Z-00-DX1,,
140,TCGA-A8-A06R-01Z-00-DX1,,
141,TCGA-A8-A06T-01Z-00-DX1,,
142,TCGA-A8-A06U-01Z-00-DX1,,
143,TCGA-A8-A06X-01Z-00-DX1,,
144,TCGA-A8-A06Y-01Z-00-DX1,,
145,TCGA-A8-A075-01Z-00-DX1,,
146,TCGA-A8-A076-01Z-00-DX1,,
147,TCGA-A8-A07B-01Z-00-DX1,,
148,TCGA-A8-A07C-01Z-00-DX1,,
149,TCGA-A8-A07F-01Z-00-DX1,,
150,TCGA-A8-A07I-01Z-00-DX1,,
151,TCGA-A8-A07J-01Z-00-DX1,,
152,TCGA-A8-A07L-01Z-00-DX1,,
153,TCGA-A8-A07O-01Z-00-DX1,,
154,TCGA-A8-A07P-01Z-00-DX1,,
155,TCGA-A8-A07R-01Z-00-DX1,,
156,TCGA-A8-A07W-01Z-00-DX1,,
157,TCGA-A8-A07Z-01Z-00-DX1,,
158,TCGA-A8-A082-01Z-00-DX1,,
159,TCGA-A8-A084-01Z-00-DX1,,
160,TCGA-A8-A085-01Z-00-DX1,,
161,TCGA-A8-A086-01Z-00-DX1,,
162,TCGA-A8-A08A-01Z-00-DX1,,
163,TCGA-A8-A08B-01Z-00-DX1,,
164,TCGA-A8-A08F-01Z-00-DX1,,
165,TCGA-A8-A08G-01Z-00-DX1,,
166,TCGA-A8-A08I-01Z-00-DX1,,
167,TCGA-A8-A08O-01Z-00-DX1,,
168,TCGA-A8-A08P-01Z-00-DX1,,
169,TCGA-A8-A08S-01Z-00-DX1,,
170,TCGA-A8-A08T-01Z-00-DX1,,
171,TCGA-A8-A08X-01Z-00-DX1,,
172,TCGA-A8-A091-01Z-00-DX1,,
173,TCGA-A8-A092-01Z-00-DX1,,
174,TCGA-A8-A093-01Z-00-DX1,,
175,TCGA-A8-A095-01Z-00-DX1,,
176,TCGA-A8-A099-01Z-00-DX1,,
177,TCGA-A8-A09B-01Z-00-DX1,,
178,TCGA-A8-A09C-01Z-00-DX1,,
179,TCGA-A8-A09D-01Z-00-DX1,,
180,TCGA-A8-A09E-01Z-00-DX1,,
181,TCGA-A8-A09I-01Z-00-DX1,,
182,TCGA-A8-A09K-01Z-00-DX1,,
183,TCGA-A8-A09N-01Z-00-DX1,,
184,TCGA-A8-A09R-01Z-00-DX1,,
185,TCGA-A8-A09T-01Z-00-DX1,,
186,TCGA-A8-A09V-01Z-00-DX1,,
187,TCGA-A8-A09W-01Z-00-DX1,,
188,TCGA-A8-A09X-01Z-00-DX1,,
189,TCGA-A8-A0A1-01Z-00-DX1,,
190,TCGA-A8-A0A2-01Z-00-DX1,,
191,TCGA-A8-A0A4-01Z-00-DX1,,
192,TCGA-A8-A0A7-01Z-00-DX1,,
193,TCGA-A8-A0A9-01Z-00-DX1,,
194,TCGA-A8-A0AB-01Z-00-DX1,,
195,TCGA-AC-A23C-01Z-00-DX1,,
196,TCGA-AC-A23E-01Z-00-DX1,,
197,TCGA-AC-A23G-01Z-00-DX1,,
198,TCGA-AC-A23H-01Z-00-DX1,,
199,TCGA-AC-A2B8-01Z-00-DX1,,
200,TCGA-AC-A2BK-01Z-00-DX1,,
201,TCGA-AC-A2BM-01Z-00-DX1,,
202,TCGA-AC-A2FB-01Z-00-DX1,,
203,TCGA-AC-A2FE-01Z-00-DX1,,
204,TCGA-AC-A2FM-01Z-00-DX1,,
205,TCGA-AC-A2FO-01Z-00-DX1,,
206,TCGA-AC-A2QI-01Z-00-DX1,,
207,TCGA-AC-A3BB-01Z-00-DX1,,
208,TCGA-AC-A3HN-01Z-00-DX1,,
209,TCGA-AC-A3OD-01Z-00-DX1,,
210,TCGA-AC-A3QP-01Z-00-DX1,,
211,TCGA-AC-A3TN-01Z-00-DX1,,
212,TCGA-AC-A3W5-01Z-00-DX1,,
213,TCGA-AC-A3W6-01Z-00-DX1,,
214,TCGA-AC-A3W7-01Z-00-DX1,,
215,TCGA-AC-A3YI-01Z-00-DX1,,
216,TCGA-AC-A4ZE-01Z-00-DX1,,
217,TCGA-AC-A5EH-01Z-00-DX1,,
218,TCGA-AC-A5XU-01Z-00-DX1,,
219,TCGA-AC-A62V-01Z-00-DX1,,
220,TCGA-AC-A62X-01Z-00-DX1,,
221,TCGA-AC-A6IV-01Z-00-DX1,,
222,TCGA-AC-A6IW-01Z-00-DX1,,
223,TCGA-AC-A6IX-01Z-00-DX1,,
224,TCGA-AC-A6NO-01Z-00-DX1,,
225,TCGA-AC-A7VB-01Z-00-DX1,,
226,TCGA-AC-A8OP-01Z-00-DX1,,
227,TCGA-AC-A8OQ-01Z-00-DX1,,
228,TCGA-AC-A8OS-01Z-00-DX1,,
229,TCGA-AN-A03Y-01Z-00-DX1,,
230,TCGA-AN-A041-01Z-00-DX1,,
231,TCGA-AN-A046-01Z-00-DX1,,
232,TCGA-AN-A0AK-01Z-00-DX1,,
233,TCGA-AN-A0AL-01Z-00-DX1,,
234,TCGA-AN-A0AM-01Z-00-DX1,,
235,TCGA-AN-A0AR-01Z-00-DX1,,
236,TCGA-AN-A0AS-01Z-00-DX1,,
237,TCGA-AN-A0AT-01Z-00-DX1,,
238,TCGA-AN-A0FD-01Z-00-DX1,,
239,TCGA-AN-A0FF-01Z-00-DX1,,
240,TCGA-AN-A0FJ-01Z-00-DX1,,
241,TCGA-AN-A0FK-01Z-00-DX1,,
242,TCGA-AN-A0FL-01Z-00-DX1,,
243,TCGA-AN-A0FN-01Z-00-DX1,,
244,TCGA-AN-A0FS-01Z-00-DX1,,
245,TCGA-AN-A0FT-01Z-00-DX1,,
246,TCGA-AN-A0FV-01Z-00-DX1,,
247,TCGA-AN-A0FW-01Z-00-DX1,,
248,TCGA-AN-A0FX-01Z-00-DX1,,
249,TCGA-AN-A0FY-01Z-00-DX1,,
250,TCGA-AN-A0FZ-01Z-00-DX1,,
251,TCGA-AN-A0G0-01Z-00-DX1,,
252,TCGA-AN-A0XL-01Z-00-DX1,,
253,TCGA-AN-A0XN-01Z-00-DX1,,
254,TCGA-AN-A0XO-01Z-00-DX1,,
255,TCGA-AN-A0XP-01Z-00-DX1,,
256,TCGA-AN-A0XT-01Z-00-DX1,,
257,TCGA-AN-A0XU-01Z-00-DX1,,
258,TCGA-AO-A03L-01Z-00-DX1,,
259,TCGA-AO-A03M-01Z-00-DX1,,
260,TCGA-AO-A03O-01Z-00-DX1,,
261,TCGA-AO-A03P-01Z-00-DX1,,
262,TCGA-AO-A03R-01Z-00-DX1,,
263,TCGA-AO-A03V-01Z-00-DX1,,
264,TCGA-AO-A0J2-01Z-00-DX1,,
265,TCGA-AO-A0J3-01Z-00-DX1,,
266,TCGA-AO-A0J4-01Z-00-DX1,,
267,TCGA-AO-A0J5-01Z-00-DX1,,
268,TCGA-AO-A0J6-01Z-00-DX1,,
269,TCGA-AO-A0J7-01Z-00-DX1,,
270,TCGA-AO-A0J8-01Z-00-DX1,,
271,TCGA-AO-A0JB-01Z-00-DX1,,
272,TCGA-AO-A0JC-01Z-00-DX1,,
273,TCGA-AO-A0JD-01Z-00-DX1,,
274,TCGA-AO-A0JF-01Z-00-DX1,,
275,TCGA-AO-A0JG-01Z-00-DX1,,
276,TCGA-AO-A0JI-01Z-00-DX1,,
277,TCGA-AO-A0JJ-01Z-00-DX1,,
278,TCGA-AO-A0JL-01Z-00-DX1,,
279,TCGA-AO-A0JM-01Z-00-DX1,,
280,TCGA-AO-A124-01Z-00-DX1,,
281,TCGA-AO-A126-01Z-00-DX1,,
282,TCGA-AO-A128-01Z-00-DX1,,
283,TCGA-AO-A129-01Z-00-DX1,,
284,TCGA-AO-A12A-01Z-00-DX1,,
285,TCGA-AO-A12B-01Z-00-DX1,,
286,TCGA-AO-A12C-01Z-00-DX1,,
287,TCGA-AO-A12E-01Z-00-DX1,,
288,TCGA-AO-A12F-01Z-00-DX1,,
289,TCGA-AO-A12G-01Z-00-DX1,,
290,TCGA-AO-A12H-01Z-00-DX1,,
291,TCGA-AO-A1KO-01Z-00-DX1,,
292,TCGA-AO-A1KQ-01Z-00-DX1,,
293,TCGA-AO-A1KR-01Z-00-DX1,,
294,TCGA-AO-A1KS-01Z-00-DX1,,
295,TCGA-AO-A1KT-01Z-00-DX1,,
296,TCGA-AQ-A04H-01Z-00-DX1,,
297,TCGA-AQ-A04J-01Z-00-DX1,,
298,TCGA-AQ-A04L-01Z-00-DX1,,
299,TCGA-AQ-A54O-01Z-00-DX1,,
300,TCGA-AR-A0TQ-01Z-00-DX1,,
301,TCGA-AR-A0TR-01Z-00-DX1,,
302,TCGA-AR-A0TT-01Z-00-DX1,,
303,TCGA-AR-A0TU-01Z-00-DX1,,
304,TCGA-AR-A0TV-01Z-00-DX1,,
305,TCGA-AR-A0TW-01Z-00-DX1,,
306,TCGA-AR-A0TX-01Z-00-DX1,,
307,TCGA-AR-A0TY-01Z-00-DX1,,
308,TCGA-AR-A0TZ-01Z-00-DX1,,
309,TCGA-AR-A0U0-01Z-00-DX1,,
310,TCGA-AR-A0U1-01Z-00-DX1,,
311,TCGA-AR-A0U2-01Z-00-DX1,,
312,TCGA-AR-A0U4-01Z-00-DX1,,
313,TCGA-AR-A1AH-01Z-00-DX1,,
314,TCGA-AR-A1AJ-01Z-00-DX1,,
315,TCGA-AR-A1AK-01Z-00-DX1,,
316,TCGA-AR-A1AL-01Z-00-DX1,,
317,TCGA-AR-A1AM-01Z-00-DX1,,
318,TCGA-AR-A1AN-01Z-00-DX1,,
319,TCGA-AR-A1AO-01Z-00-DX1,,
320,TCGA-AR-A1AP-01Z-00-DX1,,
321,TCGA-AR-A1AQ-01Z-00-DX1,,
322,TCGA-AR-A1AR-01Z-00-DX1,,
323,TCGA-AR-A1AT-01Z-00-DX1,,
324,TCGA-AR-A1AV-01Z-00-DX1,,
325,TCGA-AR-A1AW-01Z-00-DX1,,
326,TCGA-AR-A1AY-01Z-00-DX1,,
327,TCGA-AR-A24H-01Z-00-DX1,,
328,TCGA-AR-A24K-01Z-00-DX1,,
329,TCGA-AR-A24L-01Z-00-DX1,,
330,TCGA-AR-A24N-01Z-00-DX1,,
331,TCGA-AR-A24P-01Z-00-DX1,,
332,TCGA-AR-A24R-01Z-00-DX1,,
333,TCGA-AR-A24U-01Z-00-DX1,,
334,TCGA-AR-A24V-01Z-00-DX1,,
335,TCGA-AR-A24W-01Z-00-DX1,,
336,TCGA-AR-A24Z-01Z-00-DX1,,
337,TCGA-AR-A250-01Z-00-DX1,,
338,TCGA-AR-A251-01Z-00-DX1,,
339,TCGA-AR-A252-01Z-00-DX1,,
340,TCGA-AR-A254-01Z-00-DX1,,
341,TCGA-AR-A256-01Z-00-DX1,,
342,TCGA-AR-A2LH-01Z-00-DX1,,
343,TCGA-AR-A2LJ-01Z-00-DX1,,
344,TCGA-AR-A2LK-01Z-00-DX1,,
345,TCGA-AR-A2LL-01Z-00-DX1,,
346,TCGA-AR-A2LM-01Z-00-DX1,,
347,TCGA-AR-A2LN-01Z-00-DX1,,
348,TCGA-AR-A2LO-01Z-00-DX1,,
349,TCGA-AR-A2LQ-01Z-00-DX1,,
350,TCGA-AR-A5QM-01Z-00-DX1,,
351,TCGA-AR-A5QN-01Z-00-DX1,,
352,TCGA-AR-A5QP-01Z-00-DX1,,
353,TCGA-B6-A0I1-01Z-00-DX1,,
354,TCGA-B6-A0I2-01Z-00-DX1,,
355,TCGA-B6-A0I5-01Z-00-DX1,,
356,TCGA-B6-A0I6-01Z-00-DX1,,
357,TCGA-B6-A0I8-01Z-00-DX1,,
358,TCGA-B6-A0I9-01Z-00-DX1,,
359,TCGA-B6-A0IB-01Z-00-DX1,,
360,TCGA-B6-A0IC-01Z-00-DX1,,
361,TCGA-B6-A0IG-01Z-00-DX1,,
362,TCGA-B6-A0IH-01Z-00-DX1,,
363,TCGA-B6-A0IJ-01Z-00-DX1,,
364,TCGA-B6-A0IK-01Z-00-DX1,,
365,TCGA-B6-A0IM-01Z-00-DX1,,
366,TCGA-B6-A0IN-01Z-00-DX1,,
